procedure_key,requested_analyte_name,proced_name,proced_abbrev,proced_desc,proced_code,source_system_key,source_system_name
301,"Extractable Cations, Ca","Calcium, NH4OAc Extraction, Atomic Absorption I",CaExCat6,"CMS, SSIR No. 42, version 3, page 309",6N2e,37,University of Massachusetts 
301,"Extractable Cations, Ca","Calcium, NH4OAc Extraction, Atomic Absorption I",CaExCat6,"CMS, SSIR No. 42, version 3, page 309",6N2e,35,University of Arkansas
302,"Extractable Cations, Ca","Calcium, NH4OAc Extraction, Atomic Absorption II",CaExCat7,"CMS, SSIR No. 42, version 3, page 313",6N2f,2,NSSL CMS
303,"Extractable Cations, Ca","Calcium, NH4OAc Extraction, Atomic Absorption I, moist",CaExCat8,"CMS, SSIR No. 42, version 3, page 309, moist",6N2g,2,NSSL CMS
304,"Extractable Cations, Ca","Calcium, NH4OAc Extraction, Atomic Absorption II, moist",CaExCat9,"CMS, SSIR No. 42, version 3, page 313, moist",6N2h,2,NSSL CMS
305,"Extractable Cations, Ca","Calcium, NH4OAc Extraction, ICP I",CaExCat10,"CMS, SSIR No. 42, version 3, page 313, ICP",6N2i,2,NSSL CMS
306,"Extractable Cations, Ca","Calcium, NH4OAc Extraction, ICP I, moist",CaExCat11,"CMS, SSIR No. 42, version 3, page 313, ICP, moist",6N2j,2,NSSL CMS
307,"Soluble Salts, Ca","Calcium, Saturation Extraction, EDTA Titration",CA_SAT1,"CMS, SSIR No. 1, 1972, page 41",6N1a,2,NSSL CMS
307,"Soluble Salts, Ca","Calcium, Saturation Extraction, EDTA Titration",CA_SAT1,"CMS, SSIR No. 1, 1972, page 41",6N1a,36,North Dakota State University
308,"Soluble Salts, Ca","Calcium, Saturation Extraction, Atomic Absorption I",CA_SAT2,"CMS, SSIR No. 42, version 3, page 301",6N1b,36,North Dakota State University
308,"Soluble Salts, Ca","Calcium, Saturation Extraction, Atomic Absorption I",CA_SAT2,"CMS, SSIR No. 42, version 3, page 301",6N1b,2,NSSL CMS
309,"Soluble Salts, Ca","Calcium, Saturation Extraction, Atomic Absorption II",CA_SAT3,"CMS, SSIR No. 42, version 3, page 305",6N1c,2,NSSL CMS
310,"Soluble Salts, Ca","Calcium, Saturation Extraction, Atomic Absorption III",CA_SAT4,"CMS, SSIR No. 42, version 3, page 305, PE 300AA",6N1d,2,NSSL CMS
311,"Cations, Neutral Salts, Ca","Calcium, NH4Cl-EtOH Extraction, EDTA Titration",CA_NH4CL1,"CMS, SSIR No. 1, 1972, page 44",6N3a,2,NSSL CMS
312,"KCl Extract, Ca","Calcium, KCl-TEA Extraction, Oxalate-Permanganate",CA_KCL1,"CMS, SSIR No. 1, 1972, page 44",6N4a,2,NSSL CMS
313,"KCl Extract, Ca","Calcium, KCl-TEA Extraction, EDTA Titration",CA_KCL2,"CMS, SSIR No. 1, 1972, page 44",6N4b,2,NSSL CMS
314,"KCl Extract, Ca","Calcium, KCl-TEA Extraction, Atomic Absorption",CA_KCL3,"CMS, SSIR No. 1, 1972, page 45",6N4c,2,NSSL CMS
315,"Soluble Salts, Mg","Magnesium, Saturation Extraction, EDTA Titration",MG_SAT1,"CMS, SSIR No. 1, 1972, page 45",6O1a,2,NSSL CMS
315,"Soluble Salts, Mg","Magnesium, Saturation Extraction, EDTA Titration",MG_SAT1,"CMS, SSIR No. 1, 1972, page 45",6O1a,36,North Dakota State University
316,"Soluble Salts, Mg","Magnesium, Saturation Extraction, Atomic Absorption I",MG_SAT2,"CMS, SSIR No. 1, 1972, page 45",6O1b,36,North Dakota State University
316,"Soluble Salts, Mg","Magnesium, Saturation Extraction, Atomic Absorption I",MG_SAT2,"CMS, SSIR No. 1, 1972, page 45",6O1b,2,NSSL CMS
317,"Soluble Salts, Mg","Magnesium, Saturation Extraction, Atomic Absorption II",MG_SAT3,"CMS, SSIR No. 42, version 3, page 305",6O1c,2,NSSL CMS
318,"Soluble Salts, Mg","Magnesium, Saturation Extraction, Atomic Absorption III",MG_SAT4,"CMS, SSIR No. 42, version 3, page 305, PE 300AA",6O1d,2,NSSL CMS
319,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction",MgExCat1,"CMS, SSIR No. 1, 1972, page 45",6O2,2,NSSL CMS
319,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction",MgExCat1,"CMS, SSIR No. 1, 1972, page 45",6O2,10,University of Illinois
319,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction",MgExCat1,"CMS, SSIR No. 1, 1972, page 45",6O2,19,University of Florida
319,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction",MgExCat1,"CMS, SSIR No. 1, 1972, page 45",6O2,17,University of Missouri
319,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction",MgExCat1,"CMS, SSIR No. 1, 1972, page 45",6O2,25,University of Kentucky
319,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction",MgExCat1,"CMS, SSIR No. 1, 1972, page 45",6O2,36,North Dakota State University
320,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, EDTA-Alcohol Separation",MgExCat2,"CMS, SSIR No. 1, 1972, page 45",6O2a,21,Virgina Tech
320,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, EDTA-Alcohol Separation",MgExCat2,"CMS, SSIR No. 1, 1972, page 45",6O2a,22,The Ohio State University
320,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, EDTA-Alcohol Separation",MgExCat2,"CMS, SSIR No. 1, 1972, page 45",6O2a,25,University of Kentucky
320,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, EDTA-Alcohol Separation",MgExCat2,"CMS, SSIR No. 1, 1972, page 45",6O2a,2,NSSL CMS
321,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, Phosphate Titration",MgExCat3,"CMS, SSIR No. 1, 1972, page 46",6O2b,2,NSSL CMS
321,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, Phosphate Titration",MgExCat3,"CMS, SSIR No. 1, 1972, page 46",6O2b,36,North Dakota State University
322,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, Gravimetric",MgExCat4,"CMS, SSIR No. 1, 1972, page 46",6O2c,2,NSSL CMS
323,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, Atomic Absorption I",MgExCat6,"CMS, SSIR No. 42, version 3, page 309",6O2d,2,NSSL CMS
323,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, Atomic Absorption I",MgExCat6,"CMS, SSIR No. 42, version 3, page 309",6O2d,20,University of California at Davis
323,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, Atomic Absorption I",MgExCat6,"CMS, SSIR No. 42, version 3, page 309",6O2d,9,Texas A&M University
323,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, Atomic Absorption I",MgExCat6,"CMS, SSIR No. 42, version 3, page 309",6O2d,13,University of Idaho
323,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, Atomic Absorption I",MgExCat6,"CMS, SSIR No. 42, version 3, page 309",6O2d,16,Auburn University
323,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, Atomic Absorption I",MgExCat6,"CMS, SSIR No. 42, version 3, page 309",6O2d,15,Purdue University
323,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, Atomic Absorption I",MgExCat6,"CMS, SSIR No. 42, version 3, page 309",6O2d,37,University of Massachusetts 
323,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, Atomic Absorption I",MgExCat6,"CMS, SSIR No. 42, version 3, page 309",6O2d,35,University of Arkansas
324,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, Atomic Absorption II",MgExCat7,"CMS, SSIR No. 42, version 3, page 313",6O2e,2,NSSL CMS
325,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, Atomic Absorption II, moist",MgExCat8,"CMS, SSIR No. 42, version 3, page 309, moist",6O2f,2,NSSL CMS
326,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, Atomic Absorption I, moist",MgExCat9,"CMS, SSIR No. 42, version 3, page 313, moist",6O2g,2,NSSL CMS
327,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, ICP I",MgExCat10,"CMS, SSIR No. 42, version 3, page 313, ICP",6O2h,2,NSSL CMS
328,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, ICP I, moist",MgExCat11,"CMS, SSIR No. 42, version 3, page 313, ICP, moist",6O2i,2,NSSL CMS
329,"Cations, Neutral Salts, Mg","Magnesium, NH4Cl-EtOH Extraction, EDTA Titration",MG_NH4CL1,"CMS, SSIR No. 1, 1972, page 47",6O3a,2,NSSL CMS
330,"KCl Extract, Mg","Magnesium, KCl-TEA Extraction, Phosphate Titration",MGCA_KCL1,"CMS, SSIR No. 1, 1972, page 47",6O4a,2,NSSL CMS
331,"KCl Extract, Mg","Magnesium, KCl-TEA Extraction, EDTA Titration",MG_KCL2,"CMS, SSIR No. 1, 1972, page 47",6O4b,2,NSSL CMS
332,"KCl Extract, Mg","Magnesium, KCl-TEA Extraction, Atomic Absorption",MG_KCL3,"CMS, SSIR No. 1, 1972, page 47",6O4c,2,NSSL CMS
333,"Soluble Salts, Na","Sodium, Saturation Extraction, Flame Photometry",NA_SAT1,"CMS, SSIR No. 1, 1972, page 47",6P1a,2,NSSL CMS
333,"Soluble Salts, Na","Sodium, Saturation Extraction, Flame Photometry",NA_SAT1,"CMS, SSIR No. 1, 1972, page 47",6P1a,36,North Dakota State University
334,"Soluble Salts, Na","Sodium, Saturation Extraction, Atomic Absorption I",NA_SAT2,"CMS, SSIR No. 1, 1972, page 47",6P1b,36,North Dakota State University
334,"Soluble Salts, Na","Sodium, Saturation Extraction, Atomic Absorption I",NA_SAT2,"CMS, SSIR No. 1, 1972, page 47",6P1b,2,NSSL CMS
335,"Soluble Salts, Na","Sodium, Saturation Extraction, Atomic Absorption II",NA_SAT3,"CMS, SSIR No. 42, version 3, page 305",6P1c,2,NSSL CMS
336,"Soluble Salts, Na","Sodium, Saturation Extraction, Atomic Absorption III",NA_SAT4,"CMS, SSIR No. 42, version 3, page 305, PE 300AA",6P1d,2,NSSL CMS
337,"Extractable Cations, Na","Sodium, NH4OAc Extraction",NaExCat4,"CMS, SSIR No. 1, 1972, page 47",6P2,2,NSSL CMS
337,"Extractable Cations, Na","Sodium, NH4OAc Extraction",NaExCat4,"CMS, SSIR No. 1, 1972, page 47",6P2,17,University of Missouri
337,"Extractable Cations, Na","Sodium, NH4OAc Extraction",NaExCat4,"CMS, SSIR No. 1, 1972, page 47",6P2,10,University of Illinois
337,"Extractable Cations, Na","Sodium, NH4OAc Extraction",NaExCat4,"CMS, SSIR No. 1, 1972, page 47",6P2,19,University of Florida
337,"Extractable Cations, Na","Sodium, NH4OAc Extraction",NaExCat4,"CMS, SSIR No. 1, 1972, page 47",6P2,25,University of Kentucky
337,"Extractable Cations, Na","Sodium, NH4OAc Extraction",NaExCat4,"CMS, SSIR No. 1, 1972, page 47",6P2,36,North Dakota State University
338,"Extractable Cations, Na","Sodium, NHOAc Extraction, Flame Photometry",NaExCat5,"CMS, SSIR No. 1, 1972, page 47",6P2a,36,North Dakota State University
338,"Extractable Cations, Na","Sodium, NHOAc Extraction, Flame Photometry",NaExCat5,"CMS, SSIR No. 1, 1972, page 47",6P2a,37,University of Massachusetts 
338,"Extractable Cations, Na","Sodium, NHOAc Extraction, Flame Photometry",NaExCat5,"CMS, SSIR No. 1, 1972, page 47",6P2a,35,University of Arkansas
338,"Extractable Cations, Na","Sodium, NHOAc Extraction, Flame Photometry",NaExCat5,"CMS, SSIR No. 1, 1972, page 47",6P2a,22,The Ohio State University
338,"Extractable Cations, Na","Sodium, NHOAc Extraction, Flame Photometry",NaExCat5,"CMS, SSIR No. 1, 1972, page 47",6P2a,25,University of Kentucky
338,"Extractable Cations, Na","Sodium, NHOAc Extraction, Flame Photometry",NaExCat5,"CMS, SSIR No. 1, 1972, page 47",6P2a,9,Texas A&M University
338,"Extractable Cations, Na","Sodium, NHOAc Extraction, Flame Photometry",NaExCat5,"CMS, SSIR No. 1, 1972, page 47",6P2a,13,University of Idaho
338,"Extractable Cations, Na","Sodium, NHOAc Extraction, Flame Photometry",NaExCat5,"CMS, SSIR No. 1, 1972, page 47",6P2a,15,Purdue University
338,"Extractable Cations, Na","Sodium, NHOAc Extraction, Flame Photometry",NaExCat5,"CMS, SSIR No. 1, 1972, page 47",6P2a,2,NSSL CMS
339,"Extractable Cations, Na","Sodium, NH4OAc Extraction, Atomic Absorption I",NaExCat6,"CMS, SSIR No. 1, 1972, page 48",6P2b,2,NSSL CMS
339,"Extractable Cations, Na","Sodium, NH4OAc Extraction, Atomic Absorption I",NaExCat6,"CMS, SSIR No. 1, 1972, page 48",6P2b,16,Auburn University
339,"Extractable Cations, Na","Sodium, NH4OAc Extraction, Atomic Absorption I",NaExCat6,"CMS, SSIR No. 1, 1972, page 48",6P2b,20,University of California at Davis
339,"Extractable Cations, Na","Sodium, NH4OAc Extraction, Atomic Absorption I",NaExCat6,"CMS, SSIR No. 1, 1972, page 48",6P2b,35,University of Arkansas
339,"Extractable Cations, Na","Sodium, NH4OAc Extraction, Atomic Absorption I",NaExCat6,"CMS, SSIR No. 1, 1972, page 48",6P2b,21,Virgina Tech
340,"Extractable Cations, Na","Sodium, NH4OAc Extraction, Atomic Absorption II",NaExCat7,"CMS, SSIR No. 42, version 3, page 313",6P2c,2,NSSL CMS
341,"Extractable Cations, Na","Sodium, NH4OAc Extraction, Atomic Absorption II, moist",NaExCat8,"CMS, SSIR No. 42, version 3, page 309, moist",6P2d,2,NSSL CMS
342,"Extractable Cations, Na","Sodium, NH4OAc Extraction, Atomic Absorption I, moist",NaExCat9,"CMS, SSIR No. 42, version 3, page 313, moist",6P2e,2,NSSL CMS
343,"Extractable Cations, Na","Sodium, NH4OAc Extraction, ICP I",NaExCat10,"CMS, SSIR No. 42, version 3, page 313, ICP",6P2f,2,NSSL CMS
344,"Extractable Cations, Na","Sodium, NH4OAc Extraction, ICP I, moist",NaExCat11,"CMS, SSIR No. 42, version 3, page 313, ICP, moist",6P2g,2,NSSL CMS
345,"Soluble Salts, K","Potassium, Saturation Extraction, Flame Photometry",K_SAT1,"CMS, SSIR No. 1, 1972, page 48",6Q1a,2,NSSL CMS
345,"Soluble Salts, K","Potassium, Saturation Extraction, Flame Photometry",K_SAT1,"CMS, SSIR No. 1, 1972, page 48",6Q1a,36,North Dakota State University
346,"Soluble Salts, K","Potassium, Saturation Extraction, Atomic Absorption I",K_SAT2,"CMS, SSIR No. 1, 1972, page 48",6Q1b,36,North Dakota State University
346,"Soluble Salts, K","Potassium, Saturation Extraction, Atomic Absorption I",K_SAT2,"CMS, SSIR No. 1, 1972, page 48",6Q1b,2,NSSL CMS
347,"Soluble Salts, K","Potassium, Saturation Extraction, Atomic Absorption II",K_SAT3,"CMS, SSIR No. 42, version 3, page 305",6Q1c,2,NSSL CMS
348,"Soluble Salts, K","Potassium, Saturation Extraction, Atomic Absorption III",K_SAT4,"CMS, SSIR No. 42, version 3, page 305, PE 300AA",6Q1d,2,NSSL CMS
349,"Extractable Cations, K","Potassium, NHOAc Extraction",KExCat4,"CMS, SSIR No. 1, 1972, page 48",6Q2,2,NSSL CMS
349,"Extractable Cations, K","Potassium, NHOAc Extraction",KExCat4,"CMS, SSIR No. 1, 1972, page 48",6Q2,25,University of Kentucky
349,"Extractable Cations, K","Potassium, NHOAc Extraction",KExCat4,"CMS, SSIR No. 1, 1972, page 48",6Q2,19,University of Florida
349,"Extractable Cations, K","Potassium, NHOAc Extraction",KExCat4,"CMS, SSIR No. 1, 1972, page 48",6Q2,17,University of Missouri
349,"Extractable Cations, K","Potassium, NHOAc Extraction",KExCat4,"CMS, SSIR No. 1, 1972, page 48",6Q2,10,University of Illinois
349,"Extractable Cations, K","Potassium, NHOAc Extraction",KExCat4,"CMS, SSIR No. 1, 1972, page 48",6Q2,36,North Dakota State University
350,"Extractable Cations, K","Potassium, NHOAc Extraction, Flame Photometry",KExCat5,"CMS, SSIR No. 1, 1972, page 48",6Q2a,36,North Dakota State University
350,"Extractable Cations, K","Potassium, NHOAc Extraction, Flame Photometry",KExCat5,"CMS, SSIR No. 1, 1972, page 48",6Q2a,37,University of Massachusetts 
350,"Extractable Cations, K","Potassium, NHOAc Extraction, Flame Photometry",KExCat5,"CMS, SSIR No. 1, 1972, page 48",6Q2a,35,University of Arkansas
350,"Extractable Cations, K","Potassium, NHOAc Extraction, Flame Photometry",KExCat5,"CMS, SSIR No. 1, 1972, page 48",6Q2a,22,The Ohio State University
350,"Extractable Cations, K","Potassium, NHOAc Extraction, Flame Photometry",KExCat5,"CMS, SSIR No. 1, 1972, page 48",6Q2a,15,Purdue University
350,"Extractable Cations, K","Potassium, NHOAc Extraction, Flame Photometry",KExCat5,"CMS, SSIR No. 1, 1972, page 48",6Q2a,13,University of Idaho
350,"Extractable Cations, K","Potassium, NHOAc Extraction, Flame Photometry",KExCat5,"CMS, SSIR No. 1, 1972, page 48",6Q2a,25,University of Kentucky
350,"Extractable Cations, K","Potassium, NHOAc Extraction, Flame Photometry",KExCat5,"CMS, SSIR No. 1, 1972, page 48",6Q2a,9,Texas A&M University
350,"Extractable Cations, K","Potassium, NHOAc Extraction, Flame Photometry",KExCat5,"CMS, SSIR No. 1, 1972, page 48",6Q2a,2,NSSL CMS
351,"Extractable Cations, K","Potassium, NHOAc Extraction, Atomic Absorption I",KExCat6,"CMS, SSIR No. 1, 1972, page 48",6Q2b,2,NSSL CMS
351,"Extractable Cations, K","Potassium, NHOAc Extraction, Atomic Absorption I",KExCat6,"CMS, SSIR No. 1, 1972, page 48",6Q2b,20,University of California at Davis
351,"Extractable Cations, K","Potassium, NHOAc Extraction, Atomic Absorption I",KExCat6,"CMS, SSIR No. 1, 1972, page 48",6Q2b,16,Auburn University
351,"Extractable Cations, K","Potassium, NHOAc Extraction, Atomic Absorption I",KExCat6,"CMS, SSIR No. 1, 1972, page 48",6Q2b,35,University of Arkansas
351,"Extractable Cations, K","Potassium, NHOAc Extraction, Atomic Absorption I",KExCat6,"CMS, SSIR No. 1, 1972, page 48",6Q2b,21,Virgina Tech
352,"Extractable Cations, K","Potassium, NHOAc Extraction, Atomic Absorption II",KExCat7,"CMS, SSIR No. 42, version 3, page 313",6Q2c,2,NSSL CMS
353,"Extractable Cations, K","Potassium, NHOAc Extraction, Atomic Absorption II, moist",KExCat8,"CMS, SSIR No. 42, version 3, page 309, moist",6Q2d,2,NSSL CMS
354,"Extractable Cations, K","Potassium, NHOAc Extraction, Atomic Absorption I, moist",KExCat9,"CMS, SSIR No. 42, version 3, page 313, moist",6Q2e,2,NSSL CMS
355,"Extractable Cations, K","Potassium, NHOAc Extraction, ICP I",KExCat10,"CMS, SSIR No. 42, version 3, page 313, ICP",6Q2f,2,NSSL CMS
356,"Extractable Cations, K","Potassium, NHOAc Extraction, ICP I, moist",KExCat11,"CMS, SSIR No. 42, version 3, page 313, ICP, moist",6Q2g,2,NSSL CMS
357,"KCl Extract, Al","Aluminum, 1 N KCl Extractable, Automatic Extractor, ICP II, moist",AL_KCL,"CMS, SSIR No. 42, version 3, page 259, moist",6G9e,2,NSSL CMS
358,"KCl Extract, Al","Aluminum, KCl Extraction I, 30 min., Fluoride Titration",AL_KCL,"CMS, SSIR No. 1, 1972, page 37",6G1d,2,NSSL CMS
358,"KCl Extract, Al","Aluminum, KCl Extraction I, 30 min., Fluoride Titration",AL_KCL,"CMS, SSIR No. 1, 1972, page 37",6G1d,25,University of Kentucky
358,"KCl Extract, Al","Aluminum, KCl Extraction I, 30 min., Fluoride Titration",AL_KCL,"CMS, SSIR No. 1, 1972, page 37",6G1d,33,The Pennsylvania State University
359,"KCl Extract, Al","Aluminum, KCl Extraction I, 30 min., Aluminon I",AL_KCL,"CMS, SSIR No. 1, 1972, page 36",6G1a,2,NSSL CMS
360,"KCl Extract, Al","Aluminum, KCl Extraction I, 30 min., Atomic Absorption",AL_KCL,"CMS, SSIR No. 1, 1972, page 37",6G1e,2,NSSL CMS
361,"KCl Extract, Mn","Manganese, 1 N KCl Extractable, Automatic Extractor, Inductively Coupled Plasma Spectrometry II",MN_KCL,"CMS, SSIR No. 42, version 3, page 259",6D3b,2,NSSL CMS
361,"KCl Extract, Mn","Manganese, 1 N KCl Extractable, Automatic Extractor, Inductively Coupled Plasma Spectrometry II",MN_KCL,"CMS, SSIR No. 42, version 3, page 259",6D3b,30,West Virginia University
362,"KCl Extract, Mn","Manganese, 1 N KCl Extractable, Automatic Extractor, Inductively Coupled Plasma Spectrometry I",MN_KCL,"CMS, SSIR No. 42, version 3, page 549",6D3,2,NSSL CMS
363,"KCl Extract, Mn","Manganese, 1 N KCl Extractable, Automatic Extractor, Inductively Coupled Plasma Spectrometry II, moist",MN_KCL,"CMS, SSIR No. 42, version 3, page 259, moist",6D3d,2,NSSL CMS
364,"Dithionite Extract, Fe","Iron, Dithionite Extraction, Dichromate Titration",FE_DITH,"CMS, SSIR No. 1, 1972, page 30",6C1a,2,NSSL CMS
364,"Dithionite Extract, Fe","Iron, Dithionite Extraction, Dichromate Titration",FE_DITH,"CMS, SSIR No. 1, 1972, page 30",6C1a,33,The Pennsylvania State University
365,"Dithionite Extract, Fe","Iron, Dithionite Extraction, EDTA Titration",FE_DITH,"CMS, SSIR No. 1, 1972, page 30",6C1b,2,NSSL CMS
366,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate Extraction, Atomic Absorption I",FE_DITH,"CMS, SSIR No. 1, 1972, page 31",6C2b,2,NSSL CMS
366,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate Extraction, Atomic Absorption I",FE_DITH,"CMS, SSIR No. 1, 1972, page 31",6C2b,13,University of Idaho
366,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate Extraction, Atomic Absorption I",FE_DITH,"CMS, SSIR No. 1, 1972, page 31",6C2b,20,University of California at Davis
366,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate Extraction, Atomic Absorption I",FE_DITH,"CMS, SSIR No. 1, 1972, page 31",6C2b,21,Virgina Tech
366,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate Extraction, Atomic Absorption I",FE_DITH,"CMS, SSIR No. 1, 1972, page 31",6C2b,37,University of Massachusetts 
367,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate Extraction, Atomic Absorption II",FE_DITH,"CMS, SSIR No. 42, version 3, page 239",6C2c,2,NSSL CMS
368,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate Extraction I, Atomic Absorption I, moist",FE_DITH,"CMS, SSIR No. 1, 1972, page 31, moist",6C2d,2,NSSL CMS
369,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate Extraction II, Atomic Absorption II",FE_DITH,,6C2f,2,NSSL CMS
370,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate Extraction II, Atomic Absorption II, moist",FE_DITH,"CMS, SSIR No. 42, version 3, page 239, moist",6C2g,2,NSSL CMS
371,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate Extraction II, Atomic Absorption III",FE_DITH,,6C2h,2,NSSL CMS
372,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate Extraction II, Atomic Absorption III, moist",FE_DITH,,6C2i,2,NSSL CMS
373,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate-Bicarbonate Extraction",FE_DITH,"CMS, SSIR No. 1, 1972, page 31",6C3,2,NSSL CMS
373,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate-Bicarbonate Extraction",FE_DITH,"CMS, SSIR No. 1, 1972, page 31",6C3,20,University of California at Davis
373,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate-Bicarbonate Extraction",FE_DITH,"CMS, SSIR No. 1, 1972, page 31",6C3,19,University of Florida
374,"Dithionite Extract, Mn","Manganese, Dithionite Extraction, Permanganate Colorimetry",MN_DITH,"CMS, SSIR No. 1, 1972, page 33",6D1a,2,NSSL CMS
375,"Dithionite-Citrate Extract, Mn","Manganese, Dithionite-Citrate Extraction, Atomic Absorption I",MN_DITH,"CMS, SSIR No. 1, 1984, page 38",6D2a,2,NSSL CMS
375,"Dithionite-Citrate Extract, Mn","Manganese, Dithionite-Citrate Extraction, Atomic Absorption I",MN_DITH,"CMS, SSIR No. 1, 1984, page 38",6D2a,20,University of California at Davis
375,"Dithionite-Citrate Extract, Mn","Manganese, Dithionite-Citrate Extraction, Atomic Absorption I",MN_DITH,"CMS, SSIR No. 1, 1984, page 38",6D2a,37,University of Massachusetts 
376,"Dithionite-Citrate Extract, Mn","Manganese, Dithionite-Citrate Extraction I, Atomic Absorption I, moist",MN_DITH,"CMS, SSIR No. 1, 1984, page 38, moist",6D2c,2,NSSL CMS
377,"Dithionite-Citrate Extract, Mn","Manganese, Dithionite-Citrate Extraction II, Atomic Absorption II",MN_DITH,,6D2e,2,NSSL CMS
378,"Dithionite-Citrate Extract, Mn","Manganese, Dithionite-Citrate Extraction II, Atomic Absorption II, moist",MN_DITH,,6D2f,2,NSSL CMS
379,"Dithionite-Citrate Extract, Mn","Manganese, Dithionite-Citrate Extraction II, Atomic Absorption III",MN_DITH,,6D2g,2,NSSL CMS
380,"Dithionite-Citrate Extract, Mn","Manganese, Dithionite-Citrate Extraction II, Atomic Absorption III, moist",MN_DITH,,6D2h,2,NSSL CMS
381,"Dithionite-Citrate Extract, Al","Aluminum, Dithionite-Citrate Extraction, Atomic Absorption I",AL_DITH,"CMS, SSIR No. 1, 1972, page 38",6G7a,2,NSSL CMS
381,"Dithionite-Citrate Extract, Al","Aluminum, Dithionite-Citrate Extraction, Atomic Absorption I",AL_DITH,"CMS, SSIR No. 1, 1972, page 38",6G7a,13,University of Idaho
381,"Dithionite-Citrate Extract, Al","Aluminum, Dithionite-Citrate Extraction, Atomic Absorption I",AL_DITH,"CMS, SSIR No. 1, 1972, page 38",6G7a,37,University of Massachusetts 
382,"Dithionite-Citrate Extract, Al","Aluminum, Dithionite-Citrate Extraction, Atomic Absorption II",AL_DITH,"CMS, SSIR No. 42, version 3, page 233",6G7b,2,NSSL CMS
383,"Dithionite-Citrate Extract, Al","Aluminum, Dithionite-Citrate Extraction I, Atomic Absorption I, moist",AL_DITH,"CMS, SSIR No. 1, 1972, page 38, moist",6G7c,2,NSSL CMS
384,"Dithionite-Citrate Extract, Al","Aluminum, Dithionite-Citrate Extraction II, Atomic Absorption II",AL_DITH,,6G7e,2,NSSL CMS
385,"Dithionite-Citrate Extract, Al","Aluminum, Dithionite-Citrate Extraction II, Atomic Absorption II, moist",AL_DITH,"CMS, SSIR No. 42, version 3, page 233, moist",6G7f,2,NSSL CMS
386,"Dithionite-Citrate Extract, Al","Aluminum, Dithionite-Citrate Extraction II, Atomic Absorption III",AL_DITH,,6G7g,2,NSSL CMS
387,"Dithionite-Citrate Extract, Al","Aluminum, Dithionite-Citrate Extraction II, Atomic Absorption III, moist",AL_DITH,,6G7h,2,NSSL CMS
388,Acid Oxalate extraction,"Iron, Ammonium Oxalate Extraction, Atomic Absorption",OXAL,"CMS, SSIR No. 1, 1972, page 33",6C6A,2,NSSL CMS
388,Acid Oxalate extraction,"Iron, Ammonium Oxalate Extraction, Atomic Absorption",OXAL,"CMS, SSIR No. 1, 1972, page 33",6C6A,20,University of California at Davis
389,Acid Oxalate extraction,"Aluminum, Ammonium Oxalate Extraction, Atomic Absorption",OXAL,"CMS, SSIR No. 1, 1972, page 37",6G6a,2,NSSL CMS
390,"Na-Pyrophosphate Extract, Al","Aluminum, Sodium Pyrophosphate Extraction I, Atomic Absorption",PYRO,"CMS, SSIR No. 1, 1972, page 37",6G5a,13,University of Idaho
